#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime
NP|1720|37.2991|-122.0848|0|CA:Cupertino;Sunnyvale Rod&Gun|1991-04-17T18:00:00|2005-07-19T18:00:00
NP|1721|37.80449|-122.44347|4|CA:SF;Marina Bld|1991-05-22T18:00:00|3000-01-01T00:00:00
NP|1722|37.97862|-122.36597|4|CA:Richmond;Rod&Gun Club|1999-12-18T18:00:00|3000-01-01T00:00:00
NP|1723|37.8841|-122.2225|0|CA:Berkeley;Vollmer Peak|1999-12-18T18:00:00|2000-06-15T18:00:00
NP|1725|40.54408|-124.3544|173|CA:Ferndale;Lost Coast Ranch|1994-02-10T18:00:00|3000-01-01T00:00:00
NP|1726|37.563|-122.261|0|CA:Foster City;M. Maley Res|1990-05-01T18:00:00|1996-11-07T18:00:00
NP|1729|37.6745|-122.3986|0|CA:S San Francisco;San Bruno M|1999-12-15T18:00:00|2000-06-21T18:00:00
NP|1730|37.7242|-122.1193|0|CA:San Leandro;San Leandro Hls|1999-12-15T18:00:00|2000-06-15T18:00:00
NP|1731|37.5404|-121.8873|0|CA:Fremont;Mill Creek Rd|1999-12-15T18:00:00|2000-06-21T18:00:00
NP|1732|37.645|-122.01|0|CA:Hayward;Garin/Dry Creek Prk|1999-05-17T18:00:00|2000-06-15T18:00:00
NP|1734|37.35447|-122.25977|362|CA:La Honda;Weeks Creek Slide|1999-12-22T18:00:00|3000-01-01T00:00:00
NP|1735|37.7804|-122.40994|0|CA:SF;US Court of Appeals|1994-07-27T18:00:00|3000-01-01T00:00:00
NP|1736|37.34|-122.2|0|CA:Menlo Park;Joaquin Rd|1995-01-18T18:00:00|2002-01-11T18:00:00
NP|1737|37.93378|-122.29954|0|CA:El Cerrito;Mira Vista CC|1994-08-19T18:00:00|3000-01-01T00:00:00
NP|1738|37.4546|-122.1672|0|CA:Menlo Park;NSMP Laboratory|1995-06-01T18:00:00|1999-04-27T18:00:00
NP|1739|37.59997|-122.0066|0|CA:Union City;Masonic Home|1995-01-26T18:00:00|3000-01-01T00:00:00
NP|1740|37.803|-122.408|0|CA:SF;FS 28  North Beach|1996-02-08T18:00:00|2001-06-11T18:00:00
NP|1741|37.80343|-122.44317|4|CA:SF;Marina Sch|1996-02-08T18:00:00|3000-01-01T00:00:00
NP|1742|37.34971|-121.90468|0|CA:San Jose;Weather Sta|1996-03-06T18:00:00|2007-01-04T18:00:00
NP|1743|38.26666|-122.65759|0|CA:Petaluma;FS 2|1997-06-11T18:00:00|3000-01-01T00:00:00
NP|1744|38.61618|-122.87231|0|CA:Healdsburg;FS|1997-07-19T18:00:00|3000-01-01T00:00:00
NP|1745|37.45697|-122.17028|16|USGS McKelvey Bl Basement SW|1998-03-06T18:00:00|3000-01-01T00:00:00
NP|1746|40.58908|-124.1479|0|CA:Fortuna;FS|1998-07-23T18:00:00|3000-01-01T00:00:00
NP|1747|36.1376|-120.3627|206|CA:Coalinga;FS|1998-12-16T18:00:00|3000-01-01T00:00:00
NP|1748|36.774|-119.728|0|CA:Fresno;USGS/NSMP Off|1996-06-01T18:00:00|2006-05-31T18:00:00
NP|1749|37.94993|-122.4165|17|CA:Richmond;Point Molate|1999-12-16T18:00:00|3000-01-01T00:00:00
NP|1750|37.55307|-122.09093|6|CA:Fremont;Coyote Hills Pk VC|1999-12-16T18:00:00|3000-01-01T00:00:00
NP|1751|38.06671|-122.53915|0|CA:Novato;FS 4|1999-12-14T18:00:00|2013-02-21T18:00:00
NP|1752|37.46782|-122.30787|0|CA:Woodside;Filoli Visitor Ctr|1999-11-15T18:00:00|3000-01-01T00:00:00
NP|1753|37.55957|-122.24851|2|CA:Foster City;Bowditch Sch|2000-01-13T18:00:00|3000-01-01T00:00:00
NP|1754|37.67191|-122.08119|36|CA:Hayward;FS 1|2000-02-02T18:00:00|3000-01-01T00:00:00
NP|1755|37.76265|-122.24377|9|CA:Alameda;FS 1|2000-03-17T18:00:00|3000-01-01T00:00:00
NP|1756|37.73774|-122.2526|0|CA:Alameda; FS 4|2000-04-13T18:00:00|3000-01-01T00:00:00
NP|1757|37.54316|-121.92539|0|CA:Fremont;Msn SJ;AC Wtr Pl|2000-10-24T18:00:00|2012-04-19T18:00:00
NP|1758|37.14135|-121.66312|105|CA:Morgan Hill;El Toro FS|2000-08-07T18:00:00|3000-01-01T00:00:00
NP|1759|38.10767|-122.25623|0|CA:Vallejo;FS 1|2000-08-10T18:00:00|3000-01-01T00:00:00
NP|1760|38.05415|-122.15743|19|CA:Benicia;FS 1|2000-08-08T18:00:00|3000-01-01T00:00:00
NP|1761|38.2901|-122.4572|0|CA:Sonoma;FS 1|2000-06-27T18:00:00|2003-01-01T18:00:00
NP|1762|38.09755|-122.56564|0|CA:Novato;FS 1|2000-06-29T18:00:00|3000-01-01T00:00:00
NP|1764|38.5068|-122.4712|79|CA:St. Helena;FS 17|2000-11-15T18:00:00|3000-01-01T00:00:00
NP|1765|38.33046|-122.31845|23|CA:Napa;FS 3|2000-06-28T18:00:00|3000-01-01T00:00:00
NP|1767|38.44067|-122.704559|24|Santa Rosa FS 1|2000-06-29T18:00:00|3000-01-01T00:00:00
NP|1768|38.233635|-122.636711|-16|Petaluma FS 1|2000-08-09T18:00:00|3000-01-01T00:00:00
NP|1769|38.25536|-121.95715|13|CA:Fairfield;Travis AFB|2000-09-19T18:00:00|3000-01-01T00:00:00
NP|1770|37.760208|-122.415237|-6|SF FS 7 Mission|2000-06-13T18:00:00|3000-01-01T00:00:00
NP|1771|37.777367|-122.396889|-11|SF FS 8 China Basin|2000-06-28T18:00:00|3000-01-01T00:00:00
NP|1772|37.750942|-122.490715|55|SF FS 18 Sunset|2000-06-07T00:00:00|3000-01-01T00:00:00
NP|1773|37.763863|-122.473602|62|SF FS 22 16th Av|2000-08-28T00:00:00|3000-01-01T00:00:00
NP|1774|37.761463|-122.504471|16|SF FS 23 Ocean Beach|2000-06-07T00:00:00|3000-01-01T00:00:00
NP|1775|37.407013|-122.094604|9|Mountain View FS 3|2000-06-08T00:00:00|3000-01-01T00:00:00
NP|1776|37.474827|-122.239235|3|Redwood City FS 10|2000-06-06T00:00:00|3000-01-01T00:00:00
NP|1777|37.541874|-122.30471|22|San Mateo FS 23|2000-06-06T00:00:00|2010-08-10T23:59:00
NP|1778|37.302494|-121.979782|31|San Jose FS 14 Aquino|2000-06-26T00:00:00|3000-01-01T00:00:00
NP|1779|37.267475|-121.866562|84|San Jose FS 13 Pearl|2000-06-29T00:00:00|3000-01-01T00:00:00
NP|1780|37.263519|-121.916168|35|San Jose FS 9 Ross Av|2000-06-26T00:00:00|3000-01-01T00:00:00
NP|1781|37.301434|-121.9039|13|San Jose FS 6 Cherry|2000-06-29T00:00:00|3000-01-01T00:00:00
NP|1782|37.318157|-121.943535|17|San Jose FS 10 Monroe|2000-06-29T00:00:00|3000-01-01T00:00:00
NP|1783|37.306599|-121.849152|8|San Jose FS 26 Tully|2000-06-22T00:00:00|3000-01-01T00:00:00
NP|1784|37.45554|-122.172501|17|Blg 11 USGS Menlo Park|2012-08-02T00:00:00|3000-01-01T00:00:00
NP|1785|37.660809|-121.873665|90|Pleasanton FS 1|2000-08-11T00:00:00|2005-08-22T19:45:00
NP|1786|37.680305|-121.739571|141|Livermore FS 6 East Av|2000-08-11T00:00:00|3000-01-01T00:00:00
NP|1787|37.41785|-122.20612|92|CA:Menlo Park;FS 7 (SLAC)|2000-07-03T18:00:00|3000-01-01T00:00:00
NP|1788|37.417019|-121.915405|20|Milpitas FS 4 Barber|2001-06-06T00:00:00|3000-01-01T00:00:00
NP|1789|37.3923|-121.9846|0|CA:Santa Clara;Mission Coll|2001-06-04T18:00:00|2006-02-22T18:00:00
NP|1790|37.590942|-122.367409|-24|Burlingame FS 36|2001-06-07T00:00:00|3000-01-01T00:00:00
NP|1791|37.36495|-122.0389|0|CA:Sunnyvale;Las Palmas Prk|2001-07-18T18:00:00|3000-01-01T00:00:00
NP|1792|37.747662|-122.425278|89|San Francisco FS 40 18th Av|2001-06-11T00:00:00|3000-01-01T00:00:00
NP|1793|37.346535|-121.807777|18|Mt Pleasant HS San Jose|2001-07-12T00:00:00|3000-01-01T00:00:00
NP|1794|37.407181|-122.001068|31|Sunnyvale Casa Amigos|2001-08-27T00:00:00|3000-01-01T00:00:00
NP|1795|37.746639|-122.386787|1|SF FS 25 Bayview|2002-04-03T00:00:00|3000-01-01T00:00:00
NP|1796|37.394146|-122.06041|11|Mountain View FS 4|2001-08-30T00:00:00|3000-01-01T00:00:00
NP|1797|36.8905|-121.4037|69|CA:Hollister;Arpt  Bld 3|2001-11-07T18:00:00|3000-01-01T00:00:00
NP|1798|37.376015|-121.843742|20|Painter School San Jose|2002-09-11T20:00:00|3000-01-01T00:00:00
NP|1799|37.271133|-121.986237|52|Westmont H.S. Campbell|2001-06-28T00:00:00|3000-01-01T00:00:00
NP|1800|37.7791|-122.4158|15|CA:SF;New Main Library|2001-06-20T18:00:00|3000-01-01T00:00:00
NP|1801|37.450958|-122.428703|5|Half Moon Bay FS 40|2001-07-16T00:00:00|3000-01-01T00:00:00
NP|1802|37.592678|-122.074493|22|Union City FS 2 Alvarado Bl|2002-09-12T23:00:00|3000-01-01T00:00:00
NP|1803|37.717369|-121.727005|131|Livermore FS 8 Scenic|2002-03-26T00:00:00|3000-01-01T00:00:00
NP|1804|37.679253|-122.484047|111|Daly City FS 3|2001-07-20T00:00:00|3000-01-01T00:00:00
NP|1805|37.78446|-122.30297|3|CA:Alameda;FS 5|2001-07-17T18:00:00|3000-01-01T00:00:00
NP|1806|37.910328|-122.536819|3|Mill Valley Golf Course|2001-07-19T00:00:00|3000-01-01T00:00:00
NP|1807|37.887665|-122.299164|0|Albany FS 1 San Pablo|2001-07-17T00:00:00|2008-05-02T15:08:00
NP|1808|36.80179|-118.20398|1203|CA:Independence;E Calif Museum|2001-07-17T18:00:00|3000-01-01T00:00:00
NP|1809|36.10954|-117.95651|1092|CA:Haiwee Rsvr;Pump Pl|2001-07-17T18:00:00|3000-01-01T00:00:00
NP|1810|37.73744|-122.41348|52|CA:SF;Paul Revere Sch|2001-08-29T18:00:00|3000-01-01T00:00:00
NP|1811|37.44645|-122.154|13|CA:Palo Alto;Channing House|2001-09-27T18:00:00|3000-01-01T00:00:00
NP|1812|37.8693|-122.2711|51|CA:Berkeley;City Hall|2001-09-20T18:00:00|3000-01-01T00:00:00
NP|1813|38.034332|-122.270164|-16|Rodeo FS 75 3rd St|2001-09-24T00:00:00|3000-01-01T00:00:00
NP|1814|37.94457|-122.50924|3|CA:Larkspur;Ferry Term  E Gnd|2001-11-19T18:00:00|3000-01-01T00:00:00
NP|1815|37.4891|-122.2637|33|CA:San Carlos;South Co FS 16|2003-02-20T18:00:00|3000-01-01T00:00:00
NP|1816|37.744835|-122.401337|0|San Francisco FS 9 Jerrold|2003-01-14T22:00:00|3000-01-01T00:00:00
NP|1817|37.779335|-122.486|0|San Francisco FS 14|2003-01-15T23:00:00|3000-01-01T00:00:00
NP|1818|37.716331|-122.431168|47|San Francisco FS 43|2003-01-22T00:00:00|3000-01-01T00:00:00
NP|1819|37.81076|-122.292519|12|Oakland FS 3|2003-07-01T00:00:00|3000-01-01T00:00:00
NP|1820|37.8251|-122.276062|7|Oakland FS 5|2003-06-25T00:00:00|3000-01-01T00:00:00
NP|1821|37.798599|-122.268402|11|Oakland FS 12|2003-07-02T00:00:00|3000-01-01T00:00:00
NP|1822|37.8965|-122.322|4|CA:Richmond;Pt Isabel;WWT Fac|2003-02-05T18:00:00|3000-01-01T00:00:00
NP|1823|37.99448|-122.11472|63|CA:Martinez;VA Med Clinic|2003-02-11T18:00:00|3000-01-01T00:00:00
NP|1824|37.724163|-122.44841|87|San Francisco City College|2003-08-06T21:00:00|3000-01-01T00:00:00
NP|1825|37.413952|-121.87085|33|Laneview School San Jose|2003-05-20T00:00:00|3000-01-01T00:00:00
NP|1826|37.680599|-121.920975|101|Lydiksen Elementary School|2003-07-30T00:00:00|3000-01-01T00:00:00
NP|1827|37.860592|-122.293266|20|Berkeley FS 1 8th St|2003-03-26T00:00:00|3000-01-01T00:00:00
NP|1828|37.858345|-122.252518|68|Berkeley FS 3 Russell|2003-03-26T00:00:00|3000-01-01T00:00:00
NP|1829|38.290272|-122.46125|-3|Sonoma FS 1 2nd St W|2003-03-24T00:00:00|3000-01-01T00:00:00
NP|1830|37.374176|-122.078102|47|Mountain View FS 2 Cuesta|2003-03-31T11:20:00|3000-01-01T00:00:00
NP|1831|37.364082|-122.018173|30|Braly School Sunnyvale|2003-05-19T00:00:00|2009-04-07T00:00:00
NP|1833|37.78315|-122.40388|8|CA:SF;Moscone West|2003-07-21T18:00:00|3000-01-01T00:00:00
NP|1834|37.425488|-122.077713|2|Mountain View FS 5|2003-07-09T19:45:00|2011-12-20T22:59:00
NP|1835|38.442097|-122.606796|123|Santa Rosa FS 7|2003-11-18T22:30:00|3000-01-01T00:00:00
NP|1836|37.691692|-122.169823|3|San Leandro FS 11|2004-02-23T20:15:00|3000-01-01T00:00:00
NP|1837|37.232914|-121.771851|59|San Jose FS 27 Bernal|2004-05-24T19:30:00|3000-01-01T00:00:00
NP|1838|37.383316|-121.910881|13|Highway Patrol San Jose|2004-05-26T00:00:00|3000-01-01T00:00:00
NP|1839|37.285374|-121.93602|56|Highway Patrol San Jose|2004-04-20T20:45:00|3000-01-01T00:00:00
NP|1840|36.77393|-119.78108|94|CA:Fresno;VAMC Bld 11|2003-12-22T18:00:00|2011-11-15T18:00:00
NP|1841|37.358315|-121.977753|5|Santa Clara FS 5|2004-09-02T00:00:00|3000-01-01T00:00:00
NP|1842|37.688728|-121.783508|129|Livermore FS 7 Rincon|2004-06-19T19:00:00|3000-01-01T00:00:00
NP|1843|37.726883|-122.150917|10|San Leandro FS 9|2004-06-24T19:00:00|3000-01-01T00:00:00
NP|1844|37.885201|-122.032166|62|Contra Costa FS 4|2004-06-14T20:22:00|3000-01-01T00:00:00
NP|1845|38.578049|-122.578384|109|Calistoga FS Washington St|2004-07-08T19:00:00|2009-11-17T23:59:00
NP|1846|37.942207|-121.93055|127|Contra Costa FS 11 Clayton|2004-07-06T21:45:00|3000-01-01T00:00:00
NP|1847|38.01297|-122.134171|1|Contra Costa FS 14 Martinez|2004-06-23T22:00:00|3000-01-01T00:00:00
NP|1848|38.367432|-122.524033|86|Glen Ellen FS Arnold|2004-07-07T18:00:00|3000-01-01T00:00:00
NP|1849|37.46728|-122.1614|10|CA:Menlo Park;VAMC Bld 332|2004-06-08T18:00:00|3000-01-01T00:00:00
NP|1850|36.73709|-119.78369|89|CA:Fresno;Fed Courthouse|2005-05-02T18:00:00|3000-01-01T00:00:00
NP|1851|37.4183|-122.19533|0|CA:Palo Alto;Stanford;SLAC 750|1990-10-26T18:00:00|3000-01-01T00:00:00
NP|1852|37.41725|-122.19516|0|CA:Palo Alto;Stanford;SLAC FF|1990-10-26T18:00:00|3000-01-01T00:00:00
NP|1853|37.4462|-122.15068|11|CA:Palo Alto;Addison Sch|2005-03-08T18:00:00|3000-01-01T00:00:00
NP|1854|37.75896|-122.19756|4|CA:Oakland;FS 29|2005-07-13T18:00:00|3000-01-01T00:00:00
NP|1855|37.7696|-122.1734|25|CA:Oakland;FS 23|2005-07-14T18:00:00|3000-01-01T00:00:00
NP|1856|37.80285|-122.23033|0|CA:Oakland;FS 16|2005-07-08T18:00:00|3000-01-01T00:00:00
NP|1857|37.7777|-122.22841|0|CA:Oakland;FS 13|2005-07-06T18:00:00|3000-01-01T00:00:00
NP|1858|37.72983|-122.20137|3|CA:Oakland;FS 27|2005-07-14T18:00:00|3000-01-01T00:00:00
NP|1859|37.74485|-122.17054|9|CA:Oakland;FS 20|2005-07-15T18:00:00|3000-01-01T00:00:00
NP|1860|37.78568|-122.19715|46|CA:Oakland;FS 17|2005-07-13T18:00:00|3000-01-01T00:00:00
NP|1861|37.79207|-122.26376|0|CA:Oakland;FD Training Ctr|2005-07-07T18:00:00|3000-01-01T00:00:00
NP|1862|37.2995|-122.0849|216|CA:Sunnyvale;Rod&Gun New Site|2005-07-26T18:00:00|3000-01-01T00:00:00
NP|1863|37.666656|-121.857147|108|Pleasanton FS 1|2005-09-27T21:15:00|3000-01-01T00:00:00
NP|1864|37.67016|-119.80533|538|CA:El Portal;NPS Old Rsrch Bld|2007-01-29T18:00:00|3000-01-01T00:00:00
NP|1865|36.88311|-121.3908|74|Hollister BLM|2007-07-18T22:52:00|3000-01-01T00:00:00
NP|1866|37.77959|-122.41216|12|CA:SF;New Federal Bld|2008-06-13T18:00:00|3000-01-01T00:00:00
NP|1867|37.87442|-122.25723|106|CA:Berkeley;UC Hearst Mining|2008-08-26T18:00:00|3000-01-01T00:00:00
NP|1868|37.4054|-122.1399|32|CA:Palo Alto;VAMC  Bld 100|2010-05-05T18:00:00|3000-01-01T00:00:00
NP|1869|37.4061|-122.1406|28|CA:Palo Alto;VAMC  Bld 101|2010-05-05T18:00:00|3000-01-01T00:00:00
NP|1870|37.4654|-122.1609|10|CA:Menlo Park;VAMC  Bld 334|2010-04-16T18:00:00|3000-01-01T00:00:00
NP|1872|37.425491|-122.077713|2|Mountain View FS 5|2012-01-01T00:00:00|3000-01-01T00:00:00
NP|1874|37.62747|-121.76278|191|CA:Livermore;VAMC  FF|2010-08-02T18:00:00|3000-01-01T00:00:00
NP|1875|37.78236|-122.5049|107|CA:SF;VAMC  Bld 200|2010-04-26T18:00:00|3000-01-01T00:00:00
NP|1876|37.78968|-122.39875|5|CA:SF; FDIC|2012-06-06T18:00:00|3000-01-01T00:00:00
NP|1877|37.54237|-121.92583|80|CA:Fremont;Msn SJ Wtr Pl Admin|2012-04-23T18:00:00|3000-01-01T00:00:00
NP|1878|36.77382|-119.77854|95|CA:Fresno;VAMC  Bld 3|2013-04-17T18:00:00|3000-01-01T00:00:00
NP|2001|38.54525|-118.65483|1270|NV:Hawthorne;Ammunition Depot|1999-12-06T18:00:00|3000-01-01T00:00:00
NP|2006|39.53913|-119.81383|0|NV:Reno;Univ of Nevada|1990-08-23T18:00:00|2014-04-07T18:00:00
NP|2008|39.51627|-119.79895|0|NV:Reno;VAMC Main Bld|2004-02-20T18:00:00|3000-01-01T00:00:00
NP|2012|39.47449|-118.77779|1207|NV:Fallon;City Hall|1999-05-28T18:00:00|3000-01-01T00:00:00
NP|2013|40.97259|-117.73379|1311|NV:Winnemucca;Old Ntnl Bank|2000-12-06T18:00:00|3000-01-01T00:00:00
NP|2015|39.5175|-118.5107|0|NV:Stillwater;Wildlife Refuge|1999-12-08T18:00:00|2004-10-26T18:00:00
NP|2016|38.86057|-117.93103|1415|NV:Gabbs;FS|1999-12-09T18:00:00|3000-01-01T00:00:00
NP|2017|39.8272|-119.3622|0|NV:Nixon;Hwy Maint Yd|2000-12-07T18:00:00|2001-06-11T18:00:00
NP|2018|39.41332|-119.22436|0|NV:Silver Springs;FS|1999-12-07T18:00:00|2010-02-10T18:00:00
NP|2019|39.1857|-119.79098|1493|NV:Carson City;Nevada Comm Col|1999-05-26T18:00:00|3000-01-01T00:00:00
NP|2020|39.07734|-119.11905|1321|NV:Yerington;MasonVly Wildlife|1999-12-07T18:00:00|3000-01-01T00:00:00
NP|2021|37.97688|-118.31929|2176|NV:Montgomery Pass;Hwy Mnt Yd|1999-12-03T18:00:00|3000-01-01T00:00:00
NP|2022|37.614|-118.023|0|NV:White Mnt Arr;Dyer Amb Sta|1991-10-22T18:00:00|1995-05-21T18:00:00
NP|2023|39.46667|-119.77882|1358|NV:Reno;Sierra Pacific Pwr Co|1998-11-05T18:00:00|3000-01-01T00:00:00
NP|2024|37.70792|-117.23355|1735|NV:Goldfield;Esmeralda Co Ct|1991-10-22T18:00:00|3000-01-01T00:00:00
NP|2027|39.52268|-118.53061|1187|NV:Stillwater;Natl Wldlf Ma Yd|2007-05-02T18:00:00|3000-01-01T00:00:00
NP|2028|39.51566|-119.79893|1361|NV:Reno;VAMC  Bld 12|2012-03-16T18:00:00|3000-01-01T00:00:00
NP|2029|39.51609|-119.79665|0|NV:Reno;VAMC; FF|2012-07-03T18:00:00|3000-01-01T00:00:00
NP|2030|36.11087|-115.14145|617|NV:Las Vegas;UNLV Sci&Engr Bld|2012-12-22T18:00:00|3000-01-01T00:00:00
NP|2101|47.04655|-122.89872|0|WA:Olympia;WDOT Hwy Test lab|1997-07-18T18:00:00|2005-05-12T18:00:00
NP|2105|48.73139|-121.07031|380|WA:Seattle;Ross Dam|2011-06-22T18:00:00|3000-01-01T00:00:00
NP|2108|44.45|-122.5488|216.3|OR:Foster;Green Peter Dam|2007-09-13T18:00:00|3000-01-01T00:00:00
NP|2113|47.5767|-122.3842|0|WA:Seattle;West Seattle HS|1997-12-19T18:00:00|1999-06-27T18:00:00
NP|2123|47.7038|-117.4781|579|WA:Spokane;VAMC Bld 3|2004-03-03T18:00:00|3000-01-01T00:00:00
NP|2129|47.56436|-122.30795|106|WA:Seattle;VAMC  Bld 100|1993-12-01T18:00:00|3000-01-01T00:00:00
NP|2130|47.13556|-122.57578|75|WA:Tacoma;Amer Lk VAMC Bld 81|2004-02-11T18:00:00|3000-01-01T00:00:00
NP|2133|44.7222|-122.2499|439|OR:Detroit Dam|2007-09-14T18:00:00|3000-01-01T00:00:00
NP|2137|44.1277|-122.2449|520|OR:Cougar Dam|2006-09-25T18:00:00|3000-01-01T00:00:00
NP|2143|43.7099|-122.4213|472|OR:Hills Creek Dam|2007-09-19T18:00:00|3000-01-01T00:00:00
NP|2146|44.1725|-122.3254|412|OR:Blue River Dam|1999-08-26T18:00:00|3000-01-01T00:00:00
NP|2151|43.9126|-122.7538|220|OR:Lookout Point Dam|1996-07-01T18:00:00|3000-01-01T00:00:00
NP|2158|47.3833|-123.6076|203|WA:Wynoochee Dam|2002-12-06T18:00:00|3000-01-01T00:00:00
NP|2161|47.9967|-119.6495|255|WA:Chief Joseph Dam|2000-07-25T18:00:00|3000-01-01T00:00:00
NP|2164|47.13941|-121.93202|380|WA:Mud Mountain Dam|2002-02-04T18:00:00|3000-01-01T00:00:00
NP|2172|45.51241|-122.68361|44|OR:Portland;Portland St Univ|1993-03-11T18:00:00|3000-01-01T00:00:00
NP|2181|47.65548|-122.32225|13|WA:Seattle;Ship Canal Brdg|1992-05-27T18:00:00|2006-03-16T18:00:00
NP|2182|42.6743|-122.6732|571|OR:Lost Creek Dam|1999-03-23T18:00:00|3000-01-01T00:00:00
NP|2189|47.27777|-121.78719|369|WA:Howard Hanson Dam|2002-02-05T18:00:00|3000-01-01T00:00:00
NP|2190|45.63771|-121.94762|25|OR:Bonneville Dam|1996-08-13T18:00:00|3000-01-01T00:00:00
NP|2191|45.49717|-122.68367|0|OR:Portland;VAMC Bld 100|2004-02-09T18:00:00|3000-01-01T00:00:00
NP|2193|47.31964|-122.58598|0|WA:Gig Harbor;FS|1997-07-19T18:00:00|3000-01-01T00:00:00
NP|2194|47.21402|-123.10099|6|WA:Shelton;FS|1999-04-09T18:00:00|3000-01-01T00:00:00
NP|2198|42.0549|-123.1156|593|OR:Applegate Dam|2006-09-26T18:00:00|3000-01-01T00:00:00
NP|2202|46.60007|-112.03767|1226|MT:Helena;Carroll Coll|2001-11-05T18:00:00|3000-01-01T00:00:00
NP|2205|45.6671|-111.046|1496|MT:Bozeman;Montana St Univ|2001-11-02T18:00:00|3000-01-01T00:00:00
NP|2210|40.75778|-111.84016|1446|UT:SLC;VAMC  Bld 1|2004-02-26T18:00:00|3000-01-01T00:00:00
NP|2213|43.5279|-116.05366|935|ID:Boise;Lucky Peak Dam|1996-08-29T18:00:00|3000-01-01T00:00:00
NP|2222|46.51903|-116.30034|487|ID:Lewiston;Dworshak Dam|2002-07-15T18:00:00|3000-01-01T00:00:00
NP|2242|48.4111|-115.32|752|MT:Libby;Libby Dam|1990-10-03T18:00:00|3000-01-01T00:00:00
NP|2245|46.61891|-112.105|1221|MT:Helena;Ft Harrison VAMC B 2|2004-03-02T18:00:00|3000-01-01T00:00:00
NP|2255|46.01076|-112.55681|0|MT:Butte;Montana Tech|1998-11-12T18:00:00|3000-01-01T00:00:00
NP|2256|40.23418|-111.63143|0|UT:Provo;Utah St Hosp|1993-08-13T18:00:00|2001-10-31T18:00:00
NP|2257|41.19564|-111.9366|0|UT:Ogden;Weber St Coll|2000-11-07T18:00:00|2001-10-30T18:00:00
NP|2267|37.6754|-113.0692|1779|UT:Cedar City;So. Utah Univ|2000-11-14T18:00:00|3000-01-01T00:00:00
NP|2268|38.75758|-112.08699|0|UT:Richfield;UDOT Garage|2000-11-13T18:00:00|2005-07-27T18:00:00
NP|2272|40.6997|-111.7935|0|UT:SLC;Eastwood Sch|1999-11-22T18:00:00|3000-01-01T00:00:00
NP|2282|40.75|-111.8015|0|UT:SLC;Salt Lake Junc AT&T|1997-08-12T18:00:00|3000-01-01T00:00:00
NP|2285|40.745|-111.8748|0|UT:SLC;Liberty City Prk|2000-11-06T18:00:00|3000-01-01T00:00:00
NP|2286|40.70129|-111.86675|0|UT:SLC;Roosevelt Elem Sch|2000-11-03T18:00:00|3000-01-01T00:00:00
NP|2287|40.77214|-111.95493|1287|UT:SLC;Intl Arpt|1999-06-11T18:00:00|3000-01-01T00:00:00
NP|2289|40.75955|-111.88672|1299|UT:SLC;City/Co Bld|2000-11-04T18:00:00|3000-01-01T00:00:00
NP|2290|40.76926|-111.70292|1765|UT:SLC;Little Dell Dam|2005-04-11T18:00:00|3000-01-01T00:00:00
NP|2291|41.7418|-111.8117|0|UT:Logan;Utah St Univ|1994-09-08T18:00:00|3000-01-01T00:00:00
NP|2296|40.52052|-111.89341|0|UT:Draper;Animal Control Facil|1999-11-22T18:00:00|2004-11-10T18:00:00
NP|2299|40.71237|-112.03819|0|UT:Magna;City Wtr Well Fld|1997-08-15T18:00:00|2009-08-27T18:00:00
NP|2301|34.23085|-113.6014|385|AZ:Yuma;Alamo Dam|2009-01-15T18:00:00|3000-01-01T00:00:00
NP|2302|35.08269|-106.6564|1509|NM:Albuquerque;FS 01|2004-06-15T18:00:00|3000-01-01T00:00:00
NP|2303|35.08518|-106.69078|1509|NM:Albuquerque;FS 07|2004-06-16T18:00:00|2014-08-27T18:00:00
NP|2307|34.55473|-112.45315|1617|AZ:Prescott;VAMC Bld 107|2004-06-22T18:00:00|3000-01-01T00:00:00
NP|2308|35.12314|-106.67479|1513|NM:Albuquerque;FS 10|2004-06-16T18:00:00|3000-01-01T00:00:00
NP|2309|35.10743|-106.58909|1583|NM:Albuquerque;FS 13|2004-06-16T18:00:00|3000-01-01T00:00:00
NP|2310|35.08303|-106.62238|1573|NM:Albuquerque;UNM Northrop H|2004-06-17T18:00:00|3000-01-01T00:00:00
NP|2311|35.61682|-106.32128|1618|NM:Pena Blanca;Cochiti Dam|2002-08-26T18:00:00|3000-01-01T00:00:00
NP|2312|36.23796|-106.42648|1852|NM:Abiquiu Dam|2002-08-22T18:00:00|3000-01-01T00:00:00
NP|2313|37.14316|-104.55215|1905|CO:Trinidad Dam|2003-12-11T18:00:00|3000-01-01T00:00:00
NP|2314|32.18391|-110.96221|750|AZ:Tucson;VAMC Bld 16|2004-06-21T18:00:00|3000-01-01T00:00:00
NP|2315|35.05468|-106.58208|1628|NM:Albuquerque;VAMC Bld 41|2004-06-15T18:00:00|3000-01-01T00:00:00
NP|2319|33.50009|-112.06623|341|AZ:Phoenix;VAMC Bld 23|2004-06-23T18:00:00|3000-01-01T00:00:00
NP|2320|33.07616|-113.01056|215|AZ:Gila Bend;Painted Rock Dam|2014-01-22T18:00:00|3000-01-01T00:00:00
NP|2405|36.30675|-82.37951|524|TN:Johnson City;Mt Home VAMC|2012-09-10T18:00:00|3000-01-01T00:00:00
